B_Req,R_Priority,FP,Complexity,Time,Cost
192,129,4,-0.023580719,1.1751897618260156,0.34602704870759515
193,108,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
194,83,3,-0.023580719,0.3847333236909606,-0.019139859
195,75,4,-0.023580719,1.1751897618260156,0.34602704870759515
196,104,4,-0.023580719,1.1751897618260156,0.34602704870759515
197,153,4,-0.023580719,1.1751897618260156,0.34602704870759515
198,182,3,-1.244619821,0.3847333236909606,-0.992918279
199,123,3,-0.023580719,0.3847333236909606,-0.019139859
200,145,4,-0.023580719,1.1751897618260156,0.34602704870759515
201,68,3,-1.244619821,0.3847333236909606,-0.992918279
202,141,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
203,92,2,-1.244619821,-0.800951334,-1.175501732
204,188,3,-1.244619821,0.3847333236909606,-0.992918279
205,91,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
206,103,2,-1.244619821,-0.800951334,-1.175501732
207,68,3,-1.244619821,0.3847333236909606,-0.992918279
208,88,3,-1.244619821,0.3847333236909606,-0.992918279
209,180,4,-1.244619821,1.1751897618260156,-0.871195976
210,161,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
211,208,4,-1.244619821,1.1751897618260156,-0.871195976
212,47,4,-1.244619821,1.1751897618260156,-0.871195976
213,112,2,-1.244619821,-0.800951334,-1.175501732
214,62,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
215,71,4,-0.023580719,1.1751897618260156,0.34602704870759515
216,173,3,-0.023580719,0.3847333236909606,-0.019139859
217,29,2,-0.023580719,-0.800951334,-0.56689022
218,137,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
219,144,3,-0.023580719,0.3847333236909606,-0.019139859
220,135,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
221,175,2,1.1974583830783379,-0.800951334,0.041721293
222,51,3,-0.023580719,0.3847333236909606,-0.019139859
223,72,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
224,108,3,-1.244619821,0.3847333236909606,-0.992918279
225,131,4,1.1974583830783379,1.1751897618260156,1.563250073489697
226,141,3,-0.023580719,0.3847333236909606,-0.019139859
227,98,3,-1.244619821,0.3847333236909606,-0.992918279
228,167,2,1.1974583830783379,-0.800951334,0.041721293
229,109,4,1.1974583830783379,1.1751897618260156,1.563250073489697
230,86,3,-0.023580719,0.3847333236909606,-0.019139859
231,153,4,-0.023580719,1.1751897618260156,0.34602704870759515
232,110,3,-1.244619821,0.3847333236909606,-0.992918279
233,80,3,-1.244619821,0.3847333236909606,-0.992918279
234,113,2,-1.244619821,-0.800951334,-1.175501732
235,85,4,1.1974583830783379,1.1751897618260156,1.563250073489697
236,106,2,1.1974583830783379,-0.800951334,0.041721293
237,59,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
238,136,3,-1.244619821,0.3847333236909606,-0.992918279
239,142,2,-0.023580719,-0.800951334,-0.56689022
240,156,3,-0.023580719,0.3847333236909606,-0.019139859
241,117,2,-1.244619821,-0.800951334,-1.175501732
242,13,3,-1.244619821,0.3847333236909606,-0.992918279
243,135,4,1.1974583830783379,1.1751897618260156,1.563250073489697
244,69,2,-0.023580719,-0.800951334,-0.56689022
245,128,3,-0.023580719,0.3847333236909606,-0.019139859
246,92,3,-0.023580719,0.3847333236909606,-0.019139859
247,8,4,-0.023580719,1.1751897618260156,0.34602704870759515
248,229,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
249,89,3,-1.244619821,0.3847333236909606,-0.992918279
250,75,2,1.1974583830783379,-0.800951334,0.041721293
251,235,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
252,144,3,-0.023580719,0.3847333236909606,-0.019139859
253,198,4,1.1974583830783379,1.1751897618260156,1.563250073489697
254,181,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
255,13,2,1.1974583830783379,-0.800951334,0.041721293
256,77,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
257,150,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
258,198,4,-1.244619821,1.1751897618260156,-0.871195976
259,94,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
260,139,2,-1.244619821,-0.800951334,-1.175501732
261,211,3,-1.244619821,0.3847333236909606,-0.992918279
262,111,2,1.1974583830783379,-0.800951334,0.041721293
263,99,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
264,88,4,-0.023580719,1.1751897618260156,0.34602704870759515
265,96,2,-1.244619821,-0.800951334,-1.175501732
266,126,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
267,162,4,-0.023580719,1.1751897618260156,0.34602704870759515
268,57,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
269,123,3,-0.023580719,0.3847333236909606,-0.019139859
270,105,2,1.1974583830783379,-0.800951334,0.041721293
271,109,3,-0.023580719,0.3847333236909606,-0.019139859
272,115,2,1.1974583830783379,-0.800951334,0.041721293
273,167,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
274,97,2,1.1974583830783379,-0.800951334,0.041721293
275,84,4,-1.244619821,1.1751897618260156,-0.871195976
276,157,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
277,169,2,-1.244619821,-0.800951334,-1.175501732
278,12,2,-0.023580719,-0.800951334,-0.56689022
279,195,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
280,164,2,1.1974583830783379,-0.800951334,0.041721293
281,103,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
282,143,2,-1.244619821,-0.800951334,-1.175501732
283,213,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
284,97,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
285,194,4,1.1974583830783379,1.1751897618260156,1.563250073489697
286,126,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
287,127,2,-0.023580719,-0.800951334,-0.56689022
288,206,3,-0.023580719,0.3847333236909606,-0.019139859
289,113,4,1.1974583830783379,1.1751897618260156,1.563250073489697
290,140,2,-0.023580719,-0.800951334,-0.56689022
291,123,4,-1.244619821,1.1751897618260156,-0.871195976
292,128,3,-0.023580719,0.3847333236909606,-0.019139859
293,187,4,-1.244619821,1.1751897618260156,-0.871195976
294,158,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
295,102,3,-0.023580719,0.3847333236909606,-0.019139859
296,157,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
297,131,4,1.1974583830783379,1.1751897618260156,1.563250073489697
298,69,4,-0.023580719,1.1751897618260156,0.34602704870759515
299,152,2,1.1974583830783379,-0.800951334,0.041721293
300,122,2,1.1974583830783379,-0.800951334,0.041721293
301,140,2,1.1974583830783379,-0.800951334,0.041721293
302,135,3,-1.244619821,0.3847333236909606,-0.992918279
303,67,3,-1.244619821,0.3847333236909606,-0.992918279
304,141,4,-0.023580719,1.1751897618260156,0.34602704870759515
305,105,3,-1.244619821,0.3847333236909606,-0.992918279
306,216,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
307,122,3,-1.244619821,0.3847333236909606,-0.992918279
308,73,4,-0.023580719,1.1751897618260156,0.34602704870759515
309,39,3,-1.244619821,0.3847333236909606,-0.992918279
310,72,3,-1.244619821,0.3847333236909606,-0.992918279
311,183,3,-1.244619821,0.3847333236909606,-0.992918279
312,113,4,-1.244619821,1.1751897618260156,-0.871195976
313,177,2,-0.023580719,-0.800951334,-0.56689022
314,129,3,-1.244619821,0.3847333236909606,-0.992918279
315,231,2,-0.023580719,-0.800951334,-0.56689022
316,89,3,-0.023580719,0.3847333236909606,-0.019139859
317,126,2,-0.023580719,-0.800951334,-0.56689022
318,118,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
319,157,2,1.1974583830783379,-0.800951334,0.041721293
320,105,4,1.1974583830783379,1.1751897618260156,1.563250073489697
321,116,3,-0.023580719,0.3847333236909606,-0.019139859
322,130,2,-0.023580719,-0.800951334,-0.56689022
323,88,2,1.1974583830783379,-0.800951334,0.041721293
324,96,3,-0.023580719,0.3847333236909606,-0.019139859
325,62,4,-0.023580719,1.1751897618260156,0.34602704870759515
326,108,2,-1.244619821,-0.800951334,-1.175501732
327,128,3,-1.244619821,0.3847333236909606,-0.992918279
328,60,3,-1.244619821,0.3847333236909606,-0.992918279
329,110,3,-1.244619821,0.3847333236909606,-0.992918279
330,54,3,-1.244619821,0.3847333236909606,-0.992918279
331,158,2,-1.244619821,-0.800951334,-1.175501732
332,169,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
333,108,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
334,234,4,-1.244619821,1.1751897618260156,-0.871195976
335,146,3,-0.023580719,0.3847333236909606,-0.019139859
336,144,4,-0.023580719,1.1751897618260156,0.34602704870759515
337,89,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
338,163,2,1.1974583830783379,-0.800951334,0.041721293
339,143,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
340,133,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
341,153,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
342,131,3,-0.023580719,0.3847333236909606,-0.019139859
343,21,2,-0.023580719,-0.800951334,-0.56689022
344,51,4,1.1974583830783379,1.1751897618260156,1.563250073489697
345,68,2,1.1974583830783379,-0.800951334,0.041721293
346,135,3,-0.023580719,0.3847333236909606,-0.019139859
347,190,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
348,173,4,-1.244619821,1.1751897618260156,-0.871195976
349,138,3,-1.244619821,0.3847333236909606,-0.992918279
350,137,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
351,32,3,-1.244619821,0.3847333236909606,-0.992918279
352,142,4,1.1974583830783379,1.1751897618260156,1.563250073489697
353,203,2,-0.023580719,-0.800951334,-0.56689022
354,135,3,-0.023580719,0.3847333236909606,-0.019139859
355,169,3,-1.244619821,0.3847333236909606,-0.992918279
356,155,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
357,70,3,-0.023580719,0.3847333236909606,-0.019139859
358,94,3,-0.023580719,0.3847333236909606,-0.019139859
359,204,2,-1.244619821,-0.800951334,-1.175501732
360,120,3,-0.023580719,0.3847333236909606,-0.019139859
361,83,3,-1.244619821,0.3847333236909606,-0.992918279
362,77,4,-1.244619821,1.1751897618260156,-0.871195976
363,109,3,-0.023580719,0.3847333236909606,-0.019139859
364,156,4,1.1974583830783379,1.1751897618260156,1.563250073489697
365,147,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
366,149,3,-1.244619821,0.3847333236909606,-0.992918279
367,138,4,-0.023580719,1.1751897618260156,0.34602704870759515
368,151,4,-1.244619821,1.1751897618260156,-0.871195976
369,128,4,1.1974583830783379,1.1751897618260156,1.563250073489697
370,174,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
371,131,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
372,69,3,-1.244619821,0.3847333236909606,-0.992918279
373,135,3,-1.244619821,0.3847333236909606,-0.992918279
374,158,4,-0.023580719,1.1751897618260156,0.34602704870759515
375,18,3,-1.244619821,0.3847333236909606,-0.992918279
376,125,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
377,73,3,-0.023580719,0.3847333236909606,-0.019139859
378,97,3,-1.244619821,0.3847333236909606,-0.992918279
379,165,2,-0.023580719,-0.800951334,-0.56689022
380,51,4,-0.023580719,1.1751897618260156,0.34602704870759515
381,90,4,1.1974583830783379,1.1751897618260156,1.563250073489697
382,154,4,-1.244619821,1.1751897618260156,-0.871195976
383,94,3,-0.023580719,0.3847333236909606,-0.019139859
384,173,2,-1.244619821,-0.800951334,-1.175501732
385,69,3,-0.023580719,0.3847333236909606,-0.019139859
386,22,3,-1.244619821,0.3847333236909606,-0.992918279
387,121,3,-1.244619821,0.3847333236909606,-0.992918279
388,219,4,1.1974583830783379,1.1751897618260156,1.563250073489697
389,131,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
390,101,2,-0.023580719,-0.800951334,-0.56689022
391,145,4,1.1974583830783379,1.1751897618260156,1.563250073489697
392,106,3,-0.023580719,0.3847333236909606,-0.019139859
393,144,3,-0.023580719,0.3847333236909606,-0.019139859
394,97,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
395,128,4,-0.023580719,1.1751897618260156,0.34602704870759515
396,148,2,1.1974583830783379,-0.800951334,0.041721293
397,93,2,-0.023580719,-0.800951334,-0.56689022
398,102,2,-1.244619821,-0.800951334,-1.175501732
399,129,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
400,77,2,1.1974583830783379,-0.800951334,0.041721293
401,40,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
402,128,4,1.1974583830783379,1.1751897618260156,1.563250073489697
403,117,3,-0.023580719,0.3847333236909606,-0.019139859
404,121,2,-0.023580719,-0.800951334,-0.56689022
405,81,3,-0.023580719,0.3847333236909606,-0.019139859
406,183,4,-0.023580719,1.1751897618260156,0.34602704870759515
407,142,3,-1.244619821,0.3847333236909606,-0.992918279
408,117,4,-0.023580719,1.1751897618260156,0.34602704870759515
409,192,3,-0.023580719,0.3847333236909606,-0.019139859
410,54,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
411,179,3,-0.023580719,0.3847333236909606,-0.019139859
412,116,4,-0.023580719,1.1751897618260156,0.34602704870759515
413,148,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
414,132,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
415,93,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
416,162,4,-0.023580719,1.1751897618260156,0.34602704870759515
417,74,2,1.1974583830783379,-0.800951334,0.041721293
418,160,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
419,113,3,-0.023580719,0.3847333236909606,-0.019139859
420,86,4,-0.023580719,1.1751897618260156,0.34602704870759515
421,162,3,-1.244619821,0.3847333236909606,-0.992918279
422,122,3,-0.023580719,0.3847333236909606,-0.019139859
423,74,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
424,48,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
425,155,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
426,81,3,-0.023580719,0.3847333236909606,-0.019139859
427,196,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
428,173,2,-0.023580719,-0.800951334,-0.56689022
429,202,2,1.1974583830783379,-0.800951334,0.041721293
430,100,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
431,167,3,-0.023580719,0.3847333236909606,-0.019139859
432,130,2,-0.023580719,-0.800951334,-0.56689022
433,85,4,-1.244619821,1.1751897618260156,-0.871195976
434,160,3,-1.244619821,0.3847333236909606,-0.992918279
435,121,3,-1.244619821,0.3847333236909606,-0.992918279
436,112,4,1.1974583830783379,1.1751897618260156,1.563250073489697
437,179,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
438,131,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
439,62,4,-1.244619821,1.1751897618260156,-0.871195976
440,133,2,1.1974583830783379,-0.800951334,0.041721293
441,67,2,-1.244619821,-0.800951334,-1.175501732
442,79,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
443,92,2,-0.023580719,-0.800951334,-0.56689022
444,188,4,-0.023580719,1.1751897618260156,0.34602704870759515
445,124,3,-1.244619821,0.3847333236909606,-0.992918279
446,188,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
447,216,2,-1.244619821,-0.800951334,-1.175501732
448,177,2,-0.023580719,-0.800951334,-0.56689022
449,115,4,1.1974583830783379,1.1751897618260156,1.563250073489697
450,165,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
451,66,4,-1.244619821,1.1751897618260156,-0.871195976
452,122,4,-0.023580719,1.1751897618260156,0.34602704870759515
453,159,3,-1.244619821,0.3847333236909606,-0.992918279
454,207,2,1.1974583830783379,-0.800951334,0.041721293
455,53,4,-1.244619821,1.1751897618260156,-0.871195976
456,131,3,-1.244619821,0.3847333236909606,-0.992918279
457,62,3,-1.244619821,0.3847333236909606,-0.992918279
458,193,4,-1.244619821,1.1751897618260156,-0.871195976
459,71,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
460,24,2,-0.023580719,-0.800951334,-0.56689022
461,185,4,1.1974583830783379,1.1751897618260156,1.563250073489697
462,144,2,1.1974583830783379,-0.800951334,0.041721293
463,23,2,1.1974583830783379,-0.800951334,0.041721293
464,104,2,-1.244619821,-0.800951334,-1.175501732
465,7,3,-1.244619821,0.3847333236909606,-0.992918279
466,137,3,-0.023580719,0.3847333236909606,-0.019139859
467,121,2,-1.244619821,-0.800951334,-1.175501732
468,80,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
469,142,3,-0.023580719,0.3847333236909606,-0.019139859
470,114,2,-0.023580719,-0.800951334,-0.56689022
471,138,3,-0.023580719,0.3847333236909606,-0.019139859
472,146,4,-1.244619821,1.1751897618260156,-0.871195976
473,146,3,-0.023580719,0.3847333236909606,-0.019139859
474,197,4,-0.023580719,1.1751897618260156,0.34602704870759515
475,228,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
476,199,2,1.1974583830783379,-0.800951334,0.041721293
477,130,2,1.1974583830783379,-0.800951334,0.041721293
478,162,4,1.1974583830783379,1.1751897618260156,1.563250073489697
479,124,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
480,145,2,-1.244619821,-0.800951334,-1.175501732
481,135,3,-0.023580719,0.3847333236909606,-0.019139859
482,143,2,-0.023580719,-0.800951334,-0.56689022
483,0,4,1.1974583830783379,1.1751897618260156,1.563250073489697
484,84,3,-0.023580719,0.3847333236909606,-0.019139859
485,109,4,-0.023580719,1.1751897618260156,0.34602704870759515
486,138,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
487,183,2,-0.023580719,-0.800951334,-0.56689022
488,190,2,-1.244619821,-0.800951334,-1.175501732
489,127,3,-1.244619821,0.3847333236909606,-0.992918279
490,28,3,-0.023580719,0.3847333236909606,-0.019139859
491,149,2,1.1974583830783379,-0.800951334,0.041721293
492,160,4,-1.244619821,1.1751897618260156,-0.871195976
493,138,3,-1.244619821,0.3847333236909606,-0.992918279
494,156,2,1.1974583830783379,-0.800951334,0.041721293
495,86,4,-1.244619821,1.1751897618260156,-0.871195976
496,105,3,-1.244619821,0.3847333236909606,-0.992918279
497,49,3,-1.244619821,0.3847333236909606,-0.992918279
498,103,3,-0.023580719,0.3847333236909606,-0.019139859
499,98,2,-1.244619821,-0.800951334,-1.175501732
500,148,2,1.1974583830783379,-0.800951334,0.041721293
501,122,4,1.1974583830783379,1.1751897618260156,1.563250073489697
502,195,3,-0.023580719,0.3847333236909606,-0.019139859
503,103,4,-0.023580719,1.1751897618260156,0.34602704870759515
504,93,4,-1.244619821,1.1751897618260156,-0.871195976
505,174,3,-0.023580719,0.3847333236909606,-0.019139859
506,175,2,-1.244619821,-0.800951334,-1.175501732
507,62,2,-1.244619821,-0.800951334,-1.175501732
508,40,4,-0.023580719,1.1751897618260156,0.34602704870759515
509,131,3,-0.023580719,0.3847333236909606,-0.019139859
510,92,4,-0.023580719,1.1751897618260156,0.34602704870759515
511,110,4,1.1974583830783379,1.1751897618260156,1.563250073489697
512,165,4,1.1974583830783379,1.1751897618260156,1.563250073489697
513,67,2,-1.244619821,-0.800951334,-1.175501732
514,117,3,-0.023580719,0.3847333236909606,-0.019139859
515,114,4,-0.023580719,1.1751897618260156,0.34602704870759515
516,48,3,-0.023580719,0.3847333236909606,-0.019139859
517,27,3,-0.023580719,0.3847333236909606,-0.019139859
518,56,4,-0.023580719,1.1751897618260156,0.34602704870759515
519,162,4,-1.244619821,1.1751897618260156,-0.871195976
520,103,3,-1.244619821,0.3847333236909606,-0.992918279
521,132,4,-0.023580719,1.1751897618260156,0.34602704870759515
522,113,4,-1.244619821,1.1751897618260156,-0.871195976
523,70,2,-1.244619821,-0.800951334,-1.175501732
524,99,3,-1.244619821,0.3847333236909606,-0.992918279
525,150,4,-0.023580719,1.1751897618260156,0.34602704870759515
526,142,2,1.1974583830783379,-0.800951334,0.041721293
527,200,4,1.1974583830783379,1.1751897618260156,1.563250073489697
528,153,2,-0.023580719,-0.800951334,-0.56689022
529,85,3,-0.023580719,0.3847333236909606,-0.019139859
530,132,4,-0.023580719,1.1751897618260156,0.34602704870759515
531,93,2,-0.023580719,-0.800951334,-0.56689022
532,237,4,-0.023580719,1.1751897618260156,0.34602704870759515
533,79,2,1.1974583830783379,-0.800951334,0.041721293
534,149,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
535,143,2,-1.244619821,-0.800951334,-1.175501732
536,152,3,-0.023580719,0.3847333236909606,-0.019139859
537,67,3,-0.023580719,0.3847333236909606,-0.019139859
538,90,2,-0.023580719,-0.800951334,-0.56689022
539,177,4,-0.023580719,1.1751897618260156,0.34602704870759515
540,71,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
541,190,3,-0.023580719,0.3847333236909606,-0.019139859
542,170,2,1.1974583830783379,-0.800951334,0.041721293
543,117,2,1.1974583830783379,-0.800951334,0.041721293
544,149,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
545,112,4,-1.244619821,1.1751897618260156,-0.871195976
546,157,4,1.1974583830783379,1.1751897618260156,1.563250073489697
547,66,4,1.1974583830783379,1.1751897618260156,1.563250073489697
548,169,4,-0.023580719,1.1751897618260156,0.34602704870759515
549,68,4,-0.023580719,1.1751897618260156,0.34602704870759515
550,126,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
551,96,3,-0.023580719,0.3847333236909606,-0.019139859
552,63,4,-0.023580719,1.1751897618260156,0.34602704870759515
553,149,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
554,33,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
555,11,3,-1.244619821,0.3847333236909606,-0.992918279
556,166,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
557,143,3,-0.023580719,0.3847333236909606,-0.019139859
558,102,2,1.1974583830783379,-0.800951334,0.041721293
559,98,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
560,11,3,-0.023580719,0.3847333236909606,-0.019139859
561,138,3,-1.244619821,0.3847333236909606,-0.992918279
562,114,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
563,121,2,-0.023580719,-0.800951334,-0.56689022
564,149,3,-1.244619821,0.3847333236909606,-0.992918279
565,187,4,1.1974583830783379,1.1751897618260156,1.563250073489697
566,111,3,-0.023580719,0.3847333236909606,-0.019139859
567,104,3,-0.023580719,0.3847333236909606,-0.019139859
568,80,2,1.1974583830783379,-0.800951334,0.041721293
569,190,2,1.1974583830783379,-0.800951334,0.041721293
570,28,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
571,88,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
572,90,4,1.1974583830783379,1.1751897618260156,1.563250073489697
573,197,4,-0.023580719,1.1751897618260156,0.34602704870759515
574,135,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
575,175,3,-1.244619821,0.3847333236909606,-0.992918279
576,71,3,-0.023580719,0.3847333236909606,-0.019139859
577,113,3,-1.244619821,0.3847333236909606,-0.992918279
578,151,4,-1.244619821,1.1751897618260156,-0.871195976
579,20,4,-1.244619821,1.1751897618260156,-0.871195976
580,192,4,1.1974583830783379,1.1751897618260156,1.563250073489697
581,146,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
582,38,2,-0.023580719,-0.800951334,-0.56689022
583,77,3,-0.023580719,0.3847333236909606,-0.019139859
584,202,2,-0.023580719,-0.800951334,-0.56689022
585,170,2,-1.244619821,-0.800951334,-1.175501732
586,90,4,-0.023580719,1.1751897618260156,0.34602704870759515
587,148,4,1.1974583830783379,1.1751897618260156,1.563250073489697
588,142,4,1.1974583830783379,1.1751897618260156,1.563250073489697
589,124,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
590,85,3,-0.023580719,0.3847333236909606,-0.019139859
591,123,4,1.1974583830783379,1.1751897618260156,1.563250073489697
592,87,4,-0.023580719,1.1751897618260156,0.34602704870759515
593,40,3,-1.244619821,0.3847333236909606,-0.992918279
594,150,2,1.1974583830783379,-0.800951334,0.041721293
595,137,2,1.1974583830783379,-0.800951334,0.041721293
596,202,3,-0.023580719,0.3847333236909606,-0.019139859
597,156,3,-0.023580719,0.3847333236909606,-0.019139859
598,25,2,-1.244619821,-0.800951334,-1.175501732
599,96,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
600,93,2,-0.023580719,-0.800951334,-0.56689022
601,38,2,-0.023580719,-0.800951334,-0.56689022
602,212,4,-0.023580719,1.1751897618260156,0.34602704870759515
603,156,4,-0.023580719,1.1751897618260156,0.34602704870759515
604,1,3,-1.244619821,0.3847333236909606,-0.992918279
605,185,4,-0.023580719,1.1751897618260156,0.34602704870759515
606,166,4,-1.244619821,1.1751897618260156,-0.871195976
607,124,2,-0.023580719,-0.800951334,-0.56689022
608,120,2,-0.023580719,-0.800951334,-0.56689022
609,129,4,-0.023580719,1.1751897618260156,0.34602704870759515
610,144,3,-0.023580719,0.3847333236909606,-0.019139859
611,11,4,1.1974583830783379,1.1751897618260156,1.563250073489697
612,119,4,1.1974583830783379,1.1751897618260156,1.563250073489697
613,174,2,1.1974583830783379,-0.800951334,0.041721293
614,133,3,-0.023580719,0.3847333236909606,-0.019139859
615,184,4,1.1974583830783379,1.1751897618260156,1.563250073489697
616,158,3,-1.244619821,0.3847333236909606,-0.992918279
617,160,4,-0.023580719,1.1751897618260156,0.34602704870759515
618,194,4,-1.244619821,1.1751897618260156,-0.871195976
619,74,4,-1.244619821,1.1751897618260156,-0.871195976
620,171,2,1.1974583830783379,-0.800951334,0.041721293
621,124,3,-1.244619821,0.3847333236909606,-0.992918279
622,143,3,-1.244619821,0.3847333236909606,-0.992918279
623,129,2,1.1974583830783379,-0.800951334,0.041721293
624,149,4,-0.023580719,1.1751897618260156,0.34602704870759515
625,69,2,-0.023580719,-0.800951334,-0.56689022
626,117,3,-1.244619821,0.3847333236909606,-0.992918279
627,148,4,1.1974583830783379,1.1751897618260156,1.563250073489697
628,99,3,-0.023580719,0.3847333236909606,-0.019139859
629,103,4,1.1974583830783379,1.1751897618260156,1.563250073489697
630,161,2,1.1974583830783379,-0.800951334,0.041721293
631,93,2,1.1974583830783379,-0.800951334,0.041721293
632,197,2,1.1974583830783379,-0.800951334,0.041721293
633,226,4,1.1974583830783379,1.1751897618260156,1.563250073489697
634,133,3,-1.244619821,0.3847333236909606,-0.992918279
635,160,2,1.1974583830783379,-0.800951334,0.041721293
636,21,2,-1.244619821,-0.800951334,-1.175501732
637,117,3,-0.023580719,0.3847333236909606,-0.019139859
638,189,2,-0.023580719,-0.800951334,-0.56689022
639,159,2,1.1974583830783379,-0.800951334,0.041721293
640,82,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
641,75,4,-0.023580719,1.1751897618260156,0.34602704870759515
642,125,2,-1.244619821,-0.800951334,-1.175501732
643,126,3,-1.244619821,0.3847333236909606,-0.992918279
644,123,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
645,101,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
646,71,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
647,142,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
648,199,3,-0.023580719,0.3847333236909606,-0.019139859
649,201,2,1.1974583830783379,-0.800951334,0.041721293
650,91,4,-0.023580719,1.1751897618260156,0.34602704870759515
651,97,4,1.1974583830783379,1.1751897618260156,1.563250073489697
652,139,3,-1.244619821,0.3847333236909606,-0.992918279
653,161,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
654,166,4,-1.244619821,1.1751897618260156,-0.871195976
655,72,3,-1.244619821,0.3847333236909606,-0.992918279
656,157,3,-1.244619821,0.3847333236909606,-0.992918279
657,144,3,-0.023580719,0.3847333236909606,-0.019139859
658,121,3,-1.244619821,0.3847333236909606,-0.992918279
659,97,4,-0.023580719,1.1751897618260156,0.34602704870759515
